620,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
667,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
723,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
