149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
